PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
710,1,3,Passenger 710,male,26.04319288243736,4,1,921462,30.38,nan,Q
711,1,1,Passenger 711,female,33.17453261250175,3,3,250685,106.55,nan,nan
712,0,1,Passenger 712,female,26.671395956174887,2,2,732900,149.74,nan,Q
713,0,3,Passenger 713,male,29.066131411000516,1,3,477224,198.49,nan,S
714,0,2,Passenger 714,male,24.706678875516292,1,3,969460,129.54,D45,C
715,0,1,Passenger 715,male,14.85529690819233,1,0,579498,80.36,nan,Q
716,1,3,Passenger 716,male,33.215932113392384,4,3,236260,52.97,nan,C
717,1,1,Passenger 717,female,47.54933071647241,0,3,338178,175.84,nan,S
718,1,3,Passenger 718,female,30.18401630783438,4,1,359418,164.77,nan,S
719,0,3,Passenger 719,female,32.25264117247549,3,2,129680,54.45,nan,S
720,1,2,Passenger 720,male,36.92722755116859,0,1,334433,48.12,nan,S
721,1,1,Passenger 721,female,17.306695034533007,3,1,464446,145.88,nan,S
722,0,1,Passenger 722,female,47.025146581296056,0,2,567616,69.84,nan,C
723,0,2,Passenger 723,female,32.02328796422802,4,2,548934,68.22,B20,Q
724,1,1,Passenger 724,male,46.31856899089109,1,3,660733,38.94,nan,S
725,0,3,Passenger 725,male,22.669670044760107,2,3,630084,60.16,nan,S
726,1,1,Passenger 726,male,48.18061922557825,1,0,933650,91.23,C23,S
727,0,3,Passenger 727,male,37.75155494034783,4,1,794491,149.24,C23,C
728,1,3,Passenger 728,male,35.530400858523585,0,2,501339,73.9,nan,C
729,0,3,Passenger 729,male,32.34024454353148,1,3,763582,72.43,nan,S
730,0,3,Passenger 730,male,27.514713819255505,4,2,910506,64.13,D45,Q
731,0,2,Passenger 731,female,42.00531658473872,3,3,523041,100.87,nan,C
732,1,3,Passenger 732,male,31.40359869848047,2,0,923271,44.32,nan,S
733,1,3,Passenger 733,male,10.329302964128477,1,0,993544,102.27,nan,S
734,0,2,Passenger 734,female,18.828135382929975,0,2,692610,143.79,nan,C
735,0,1,Passenger 735,female,28.141542478072527,3,0,942753,15.66,nan,S
736,1,3,Passenger 736,female,33.09998983165555,4,2,854534,11.86,C23,S
737,0,2,Passenger 737,female,29.43411511100104,2,3,734388,24.27,nan,S
738,1,1,Passenger 738,female,42.18970789793663,0,1,623321,111.78,nan,S
739,0,2,Passenger 739,female,10.488981359613753,4,0,519204,172.35,nan,Q
740,0,2,Passenger 740,male,31.4358793650516,4,3,921939,10.93,nan,C
741,0,3,Passenger 741,male,11.820207746128453,1,1,199244,187.97,C23,C
742,0,3,Passenger 742,male,37.59712295484168,1,1,591860,30.19,nan,C
743,1,3,Passenger 743,male,29.055412855579974,0,1,487932,169.98,E31,Q
744,0,1,Passenger 744,male,34.19609972024118,4,3,457395,101.74,nan,C
745,0,2,Passenger 745,female,21.361170394102338,1,3,910238,135.28,nan,C
746,1,2,Passenger 746,female,42.79464931657751,2,2,230364,107.03,D45,C
747,0,1,Passenger 747,female,40.417246640588516,2,1,923333,100.64,nan,C
748,0,2,Passenger 748,male,35.835443030118874,4,1,510259,168.63,nan,S
749,1,3,Passenger 749,female,28.70482753136559,1,1,568977,153.62,C23,C
750,1,1,Passenger 750,female,35.798572852951324,0,2,502968,101.85,nan,Q
751,0,3,Passenger 751,male,22.931074320126513,0,1,300065,31.21,D45,Q
752,1,2,Passenger 752,female,38.55555659020712,0,3,797976,31.93,B20,C
753,1,1,Passenger 753,male,46.49480894323921,2,1,152127,162.29,nan,S
754,0,2,Passenger 754,male,40.70610559979186,1,0,886885,110.58,nan,Q
755,0,3,Passenger 755,female,22.703975301925905,1,3,961864,101.5,nan,C
756,1,3,Passenger 756,male,33.61417317273103,2,2,711650,139.31,nan,C
757,1,3,Passenger 757,male,17.068584562413523,0,1,373120,173.18,C23,C
758,0,2,Passenger 758,female,35.723903111756755,0,0,738464,129.49,C23,C
759,1,1,Passenger 759,female,34.50603412862539,4,2,199122,154.94,nan,C
760,1,3,Passenger 760,male,11.30183660467836,3,2,432548,155.4,nan,Q
761,0,2,Passenger 761,male,18.382161560876362,1,3,444076,77.69,nan,S
762,0,3,Passenger 762,male,27.16861103256233,1,2,721458,62.08,nan,S
763,0,1,Passenger 763,female,26.99140252859174,1,2,439851,162.22,D45,C
764,1,2,Passenger 764,male,17.905230645811947,3,2,582863,81.66,nan,C
765,0,1,Passenger 765,male,33.889787293521834,4,2,317912,181.63,D45,Q
766,0,2,Passenger 766,female,32.51473608940512,3,1,872466,23.24,nan,C
767,1,3,Passenger 767,female,28.057308680214806,0,1,335851,21.06,C23,C
768,1,2,Passenger 768,male,22.44208499841637,0,1,455933,186.13,nan,S
769,0,2,Passenger 769,female,40.487071264165635,1,1,720804,133.21,nan,C
770,1,2,Passenger 770,female,46.55407113088295,2,0,632245,82.12,nan,S
771,0,2,Passenger 771,male,25.16438516153463,1,1,607750,153.46,C23,C
772,1,3,Passenger 772,male,23.878330828451794,2,2,207724,137.74,nan,nan
773,0,3,Passenger 773,female,34.912076654119964,3,1,498008,110.93,nan,S
774,0,3,Passenger 774,male,26.419706202530136,0,1,375381,28.79,nan,S
775,1,3,Passenger 775,female,28.606027993367658,2,3,938018,164.31,nan,C
776,0,2,Passenger 776,male,37.396531517246714,3,2,905684,174.54,nan,S
777,0,3,Passenger 777,male,10.906439124927072,0,1,503923,42.71,B20,S
778,1,2,Passenger 778,male,43.183023248526695,2,1,789566,171.6,nan,S
779,1,2,Passenger 779,male,30.726805243293413,1,1,627831,176.79,nan,Q
780,1,3,Passenger 780,male,25.885068554378197,1,0,799495,114.39,nan,S
781,1,1,Passenger 781,male,29.10765845778551,1,1,347541,134.67,nan,C
782,0,3,Passenger 782,female,29.624293550205188,3,3,728935,82.63,nan,Q
783,0,2,Passenger 783,female,12.687986965550746,1,2,659319,63.54,nan,S
784,0,3,Passenger 784,female,44.94938227453236,4,2,274001,147.18,nan,C
785,0,3,Passenger 785,female,30.413256322706186,0,1,427891,173.76,nan,C
786,1,3,Passenger 786,male,34.430021304473755,3,1,551067,134.27,C23,Q
787,0,3,Passenger 787,female,39.51549770574043,1,1,417455,107.2,nan,S
788,0,3,Passenger 788,male,19.788375424396996,0,2,605329,40.2,B20,C
789,0,1,Passenger 789,female,34.734718990352285,2,2,860691,20.16,nan,C
790,1,3,Passenger 790,female,27.323589091012064,1,0,165867,94.68,nan,C
791,0,1,Passenger 791,female,38.46770775216494,0,3,188780,19.38,nan,S
792,0,3,Passenger 792,female,8.727725796485046,4,0,157196,118.17,nan,C
793,0,3,Passenger 793,female,29.00905699758731,2,3,697993,82.72,B20,S
794,1,3,Passenger 794,male,23.971793442160383,4,0,944326,153.87,D45,C
795,0,1,Passenger 795,male,34.322629506341556,0,2,974072,68.07,nan,S
796,1,1,Passenger 796,female,34.700441873682024,4,0,600653,122.67,nan,nan
797,1,3,Passenger 797,male,22.92374105177974,0,3,376735,112.16,nan,C
798,0,1,Passenger 798,female,22.878261358239563,0,1,721535,10.9,nan,C
799,1,1,Passenger 799,female,28.893346314426704,4,3,804253,23.75,nan,S
800,1,1,Passenger 800,male,21.033577726847916,0,1,100727,65.17,E31,C
801,1,3,Passenger 801,female,38.41983695452127,1,2,143822,177.62,B20,C
802,0,3,Passenger 802,female,26.30792799552554,0,3,465543,37.93,B20,S
803,0,2,Passenger 803,female,1.0,3,0,212113,145.07,C23,nan
804,1,2,Passenger 804,female,26.251779433781937,0,3,319606,194.94,nan,Q
805,0,2,Passenger 805,female,19.614561791560277,3,1,492575,160.21,nan,C
806,1,3,Passenger 806,female,13.687241845390545,0,2,490732,56.16,nan,C
807,1,3,Passenger 807,female,17.625733617774273,0,0,684379,182.59,nan,C
808,1,1,Passenger 808,male,31.0940847183297,4,3,573594,27.69,nan,S
809,0,1,Passenger 809,male,43.28640828248231,1,1,254591,98.95,C23,S
810,0,1,Passenger 810,female,33.131844738649804,1,0,510609,178.63,D45,S
811,1,3,Passenger 811,male,23.934966117842603,2,2,305603,131.84,E31,C
812,1,3,Passenger 812,female,34.55904195170703,4,0,980624,88.59,D45,Q
813,0,2,Passenger 813,female,25.40909689781008,4,2,279006,65.63,B20,C
814,1,1,Passenger 814,male,23.053996308368554,1,0,472949,81.27,nan,C
815,1,1,Passenger 815,female,18.456373317670156,4,3,259912,106.7,C23,S
816,0,3,Passenger 816,female,12.48171193248281,1,1,713655,70.62,nan,C
817,0,2,Passenger 817,male,26.100762934405548,4,3,113265,194.1,nan,S
818,0,3,Passenger 818,male,31.580534899201318,0,3,498640,187.28,B20,S
819,0,3,Passenger 819,male,29.033763299851103,1,2,513841,175.43,D45,nan
820,0,2,Passenger 820,male,25.840330720526413,1,2,703910,90.15,nan,S
821,1,2,Passenger 821,female,20.54253939303219,3,2,784547,141.35,nan,S
822,0,1,Passenger 822,male,36.08246191684969,4,3,398073,181.54,nan,Q
823,0,3,Passenger 823,female,16.82868080053415,4,0,424036,171.58,nan,C
824,0,3,Passenger 824,male,37.760279138434754,1,0,775899,88.72,E31,Q
825,0,3,Passenger 825,male,19.97782981073275,0,3,418774,31.35,nan,Q
826,1,3,Passenger 826,female,22.47564762646965,0,3,321711,24.37,nan,S
827,0,1,Passenger 827,female,15.33214809384323,0,1,586626,119.64,nan,S
828,0,3,Passenger 828,male,24.985978531143633,4,2,270457,132.1,nan,C
829,1,3,Passenger 829,male,39.75312458477979,3,2,755313,171.47,nan,C
830,0,2,Passenger 830,male,35.15628088443957,1,3,711868,65.58,E31,C
831,0,3,Passenger 831,male,39.78422112028035,2,3,439606,41.82,nan,S
832,0,3,Passenger 832,female,35.22142545933936,3,0,737684,82.01,nan,S
833,0,3,Passenger 833,male,18.963301714696307,2,3,459181,77.18,nan,S
834,0,3,Passenger 834,male,26.692107756724425,3,0,195310,35.17,nan,C
835,0,3,Passenger 835,male,22.198008708825373,0,3,256080,137.73,D45,C
836,0,3,Passenger 836,female,43.3057490403904,4,1,411072,106.65,nan,S
837,1,1,Passenger 837,female,18.032113535736883,2,1,838456,147.01,C23,S
838,0,2,Passenger 838,male,38.93697689389111,3,0,189876,77.01,nan,Q
839,0,3,Passenger 839,female,38.929538701087694,4,2,649264,71.88,nan,S
840,1,2,Passenger 840,male,48.29620201716087,2,1,869302,99.79,nan,C
841,0,2,Passenger 841,male,25.903134073705026,1,0,487128,176.71,nan,S
842,1,2,Passenger 842,female,37.123221595801624,3,3,782986,17.65,D45,S
843,0,2,Passenger 843,female,52.816518365388426,1,3,460400,162.92,nan,S
844,1,3,Passenger 844,female,23.823583230663033,0,0,462681,80.11,nan,Q
845,0,3,Passenger 845,female,14.649597524676404,1,2,290861,172.38,nan,Q
846,0,2,Passenger 846,male,11.199899660922362,1,0,733619,162.42,nan,S
847,0,1,Passenger 847,female,37.12712028861331,3,0,819005,76.26,E31,S
848,1,1,Passenger 848,male,11.168497919414161,0,1,351666,141.84,nan,Q
849,0,3,Passenger 849,female,26.276809470620773,1,0,369670,40.33,nan,S
850,0,3,Passenger 850,male,34.37313187038961,4,0,728151,180.29,B20,C
851,0,2,Passenger 851,female,31.85175536829914,2,3,299121,86.85,nan,nan
852,1,3,Passenger 852,male,34.25444864184172,1,1,435510,96.57,nan,S
853,0,3,Passenger 853,male,32.22289855800854,0,3,552333,144.09,nan,C
854,1,3,Passenger 854,female,42.788658133133936,1,3,156096,165.96,C23,Q
855,0,3,Passenger 855,male,20.47683619261203,2,2,763270,54.91,C23,C
856,0,2,Passenger 856,female,23.230048615414688,0,2,957617,135.66,nan,C
857,0,3,Passenger 857,male,22.27340554729176,3,1,150248,84.48,nan,C
858,0,2,Passenger 858,male,38.301918118626105,0,1,305728,80.05,B20,S
859,0,3,Passenger 859,male,39.003985883950634,3,2,179888,141.1,nan,S
860,0,3,Passenger 860,male,34.51225319318508,0,2,306354,83.56,nan,Q
861,1,3,Passenger 861,female,41.834936668899275,2,2,340346,75.76,nan,Q
862,0,3,Passenger 862,male,18.21959132623619,2,2,718821,168.82,D45,Q
863,0,1,Passenger 863,female,46.67224111551137,0,2,141954,29.24,nan,C
864,0,3,Passenger 864,female,45.23238621712258,1,3,451863,138.42,nan,C
865,0,3,Passenger 865,male,37.35621997245747,2,1,764164,57.26,nan,S
866,0,3,Passenger 866,female,47.8179890877106,3,3,848065,12.94,nan,S
867,0,1,Passenger 867,female,13.433767923222263,3,3,362739,41.69,D45,Q
868,0,1,Passenger 868,female,24.75551863737348,4,0,391736,125.27,nan,S
869,1,1,Passenger 869,male,22.646965393180476,3,3,664931,144.73,nan,S
870,1,3,Passenger 870,male,37.21479323757343,4,2,354793,14.0,nan,C
871,0,3,Passenger 871,female,19.498592603978544,0,2,424809,16.92,nan,S
872,0,2,Passenger 872,female,37.574951493374854,0,0,368116,181.48,D45,S
873,1,3,Passenger 873,female,43.705361439967135,0,0,378026,23.93,nan,Q
874,0,3,Passenger 874,male,36.95202900083999,1,0,821754,179.89,C23,C
875,0,3,Passenger 875,female,32.83751023661501,1,0,564271,53.35,nan,S
876,0,3,Passenger 876,male,20.12126659099251,4,0,779129,150.6,nan,S
877,1,3,Passenger 877,male,21.53149033874635,3,3,649308,68.85,nan,C
878,1,3,Passenger 878,male,42.49618905296667,3,0,464765,173.16,nan,Q
879,0,2,Passenger 879,female,37.793490039053324,0,3,971806,143.09,nan,C
880,0,3,Passenger 880,male,29.60980480622456,2,1,144912,86.34,C23,S
881,0,3,Passenger 881,male,25.820904542341093,1,0,112879,24.5,nan,Q
882,1,3,Passenger 882,female,9.74192126888623,1,0,658086,149.21,nan,S
883,0,3,Passenger 883,male,19.291475813155614,0,3,732079,127.21,C23,C
884,0,3,Passenger 884,male,49.114190871397234,1,1,583042,10.55,D45,C
885,1,1,Passenger 885,male,17.195444289975335,0,3,801433,11.79,nan,C
886,0,2,Passenger 886,female,31.894798212210805,4,3,437935,163.67,nan,C
887,1,1,Passenger 887,female,40.07443973195198,3,0,953415,59.29,nan,C
888,0,2,Passenger 888,male,17.450773319977074,2,2,587947,130.87,C23,Q
889,0,3,Passenger 889,female,31.847104747810832,3,2,758210,96.3,D45,C
890,0,3,Passenger 890,female,39.37915537510655,3,3,259472,174.05,D45,Q
891,1,1,Passenger 891,male,30.124993219072504,4,0,898385,184.22,C23,C
892,1,2,Passenger 892,female,58.68403055666768,1,1,730698,199.39,nan,Q
893,1,3,Passenger 893,female,13.314007411218046,2,2,749443,39.2,D45,S
894,0,2,Passenger 894,female,40.58728529883879,1,1,254607,173.96,nan,S
895,1,3,Passenger 895,male,28.271982626035356,3,2,830896,60.54,nan,nan
896,0,3,Passenger 896,female,37.719201548366755,0,0,568255,122.26,nan,C
897,0,3,Passenger 897,female,34.41307151699246,3,3,352712,106.1,E31,Q
898,1,1,Passenger 898,male,22.668438028900034,1,1,967461,13.42,D45,Q
899,0,2,Passenger 899,male,32.2899639245934,3,1,104055,187.23,nan,Q
900,0,3,Passenger 900,male,11.420985486017127,0,3,400314,24.88,C23,S
901,0,3,Passenger 901,male,36.032475005713934,4,1,329016,140.76,D45,Q
902,0,1,Passenger 902,female,32.98158465990526,1,2,862945,159.15,nan,Q
903,0,3,Passenger 903,male,36.38660168643102,3,3,986408,161.1,nan,Q
904,0,1,Passenger 904,male,40.581183250871504,1,2,390395,35.74,C23,nan
905,0,3,Passenger 905,female,33.67619840209711,4,2,760284,95.04,nan,S
906,1,2,Passenger 906,male,31.480894197982764,3,0,148037,167.59,nan,C
907,1,3,Passenger 907,female,21.18931663338708,3,2,192115,67.51,C23,C
908,0,2,Passenger 908,male,22.877792363509492,1,0,964358,98.87,E31,S
909,0,2,Passenger 909,male,41.86734620177331,1,1,572032,61.83,nan,nan
910,0,1,Passenger 910,male,44.36335405705979,0,1,582870,98.07,C23,C
911,0,2,Passenger 911,male,27.618895636879458,4,0,170400,178.69,nan,C
912,0,3,Passenger 912,male,30.46002747253274,0,2,723813,96.47,nan,S
913,1,3,Passenger 913,female,20.953856250062337,3,3,463308,115.62,nan,S
914,0,2,Passenger 914,female,41.72756845267445,1,3,323457,86.76,nan,C
915,0,2,Passenger 915,male,36.65416823691778,3,0,848462,97.42,D45,Q
916,0,3,Passenger 916,female,49.412174364637494,3,1,241774,12.88,nan,S
917,0,3,Passenger 917,female,21.21676922820261,2,1,993164,63.91,nan,S
918,1,3,Passenger 918,female,26.219921009817828,2,3,115385,92.95,nan,S
919,1,2,Passenger 919,male,32.314459225255725,3,0,895768,130.42,E31,S
920,0,2,Passenger 920,male,36.464895377257704,1,3,951853,95.51,nan,C
921,1,3,Passenger 921,male,27.843323624523677,3,2,660309,74.19,nan,S
922,0,1,Passenger 922,female,21.270389095462995,2,2,608670,83.74,nan,C
923,1,3,Passenger 923,female,38.81407528923571,1,0,217369,56.04,D45,S
924,1,2,Passenger 924,male,37.211353625455814,3,0,844990,185.65,nan,C
925,0,3,Passenger 925,male,20.83725899436275,4,2,673399,109.13,nan,S
926,0,1,Passenger 926,female,43.55442801105496,4,1,189402,12.55,nan,C
927,0,3,Passenger 927,female,41.70198709196604,3,0,744062,13.69,C23,Q
928,0,2,Passenger 928,female,31.34296497247793,1,2,353724,194.86,nan,C
929,1,3,Passenger 929,female,30.795978623760362,3,2,839945,52.08,nan,S
930,0,1,Passenger 930,male,35.540577711159074,3,1,929151,163.07,nan,S
931,0,3,Passenger 931,female,21.38296929743742,2,1,327600,21.07,nan,S
932,1,3,Passenger 932,female,30.300314791640822,4,1,804397,185.02,C23,Q
933,1,3,Passenger 933,male,8.476164553908198,2,1,573319,176.14,nan,C
934,0,3,Passenger 934,female,38.76455645502936,2,3,749983,118.51,E31,S
935,0,3,Passenger 935,female,14.385067775581406,3,1,234585,11.71,B20,S
936,0,3,Passenger 936,male,45.03419828428999,2,3,870543,58.98,nan,S
937,0,2,Passenger 937,female,26.698799060335496,4,0,768695,87.3,C23,S
938,1,3,Passenger 938,female,27.88333018068823,2,2,799500,97.41,C23,S
939,0,2,Passenger 939,female,23.72266093915494,4,3,204126,66.56,D45,Q
940,0,1,Passenger 940,male,27.119611260779237,2,0,835733,16.26,nan,S
941,0,1,Passenger 941,male,44.18531345148037,4,0,701946,122.12,nan,S
942,0,2,Passenger 942,female,5.121913434649205,2,3,265912,109.59,nan,S
943,1,3,Passenger 943,male,42.769653860881874,2,0,917439,63.77,D45,S
944,1,3,Passenger 944,female,33.38023481101708,1,0,731121,17.22,nan,C
945,0,3,Passenger 945,female,17.929783521427844,4,3,218637,198.97,nan,C
946,0,3,Passenger 946,male,19.24687606950762,4,0,717508,101.58,nan,C
947,0,2,Passenger 947,female,46.763930272082035,4,1,126393,153.64,nan,C
948,1,1,Passenger 948,female,20.544931200572687,0,1,681768,95.94,nan,S
949,1,2,Passenger 949,male,18.466494894040405,2,2,974722,18.2,nan,S
950,0,2,Passenger 950,female,41.373145423647294,4,0,579551,68.82,nan,C
951,1,1,Passenger 951,female,33.385528762859146,0,2,990695,70.82,E31,Q
952,1,2,Passenger 952,female,20.620744234636014,1,1,764467,169.29,nan,S
953,0,3,Passenger 953,female,32.16624975404619,4,1,621397,134.3,C23,S
954,1,3,Passenger 954,male,19.742473163597225,4,1,892425,62.33,nan,Q
955,0,3,Passenger 955,female,41.00821398422605,0,0,193650,193.87,nan,S
956,0,3,Passenger 956,female,40.61370964873134,2,0,858685,71.09,D45,Q
957,0,3,Passenger 957,female,35.32006198821943,1,1,618196,199.66,C23,C
958,0,2,Passenger 958,female,33.61661061247017,4,2,152066,199.27,nan,C
959,0,3,Passenger 959,male,47.61188124867374,2,2,473994,46.33,B20,C
960,1,3,Passenger 960,female,29.99686327388225,1,3,929374,69.42,E31,C
961,0,1,Passenger 961,male,18.181258745791986,3,1,116138,102.35,B20,S
962,1,2,Passenger 962,male,34.49473912832307,3,2,218558,136.18,nan,S
963,0,3,Passenger 963,male,50.86047049537114,1,1,358480,110.33,nan,Q
964,0,2,Passenger 964,female,19.85240506814148,0,2,537743,194.19,nan,Q
965,0,3,Passenger 965,female,26.385372333060143,1,3,371334,147.56,nan,C
966,0,3,Passenger 966,female,34.16446038101453,1,3,978691,50.29,nan,S
967,1,1,Passenger 967,female,29.460951509942607,0,1,178422,29.97,C23,S
968,0,2,Passenger 968,female,20.176964196226855,0,2,811058,140.8,nan,C
969,0,2,Passenger 969,female,41.21857856230471,2,0,706603,40.11,nan,C
970,0,1,Passenger 970,male,53.20040722017259,2,3,129086,159.66,nan,S
971,1,1,Passenger 971,male,31.961314590239073,0,1,225604,69.1,C23,Q
972,1,3,Passenger 972,male,20.959317102639996,3,1,987246,72.11,nan,Q
973,1,2,Passenger 973,female,14.510394749465249,3,2,219324,12.05,D45,S
974,0,3,Passenger 974,female,32.57975981221181,1,1,576785,143.19,nan,Q
975,0,2,Passenger 975,male,41.038773433162575,4,3,840970,31.52,C23,C
976,0,3,Passenger 976,male,34.751677464953815,1,1,491065,156.85,B20,C
977,0,2,Passenger 977,female,29.975961590811462,1,1,103435,103.45,nan,Q
978,0,2,Passenger 978,male,24.107283482106936,4,0,987937,159.01,B20,S
979,0,3,Passenger 979,female,19.0783636728191,0,0,939763,120.95,nan,nan
980,0,3,Passenger 980,female,38.34751326324882,3,3,260014,25.66,nan,S
981,0,1,Passenger 981,male,39.13771621385585,1,2,814995,155.47,nan,S
982,1,3,Passenger 982,male,14.542702133092668,4,0,522275,23.26,nan,Q
983,0,2,Passenger 983,female,45.89838978180684,2,2,812917,100.95,D45,S
984,0,2,Passenger 984,female,35.74071220894001,1,3,475601,42.75,nan,S
985,1,1,Passenger 985,female,43.99594645145793,3,0,938821,152.94,nan,C
986,0,1,Passenger 986,female,16.578722515148847,0,2,939446,183.2,nan,Q
987,1,3,Passenger 987,male,16.341758445845613,1,0,526042,115.28,nan,S
988,0,2,Passenger 988,female,28.51030690232703,1,3,392441,110.16,nan,S
989,0,2,Passenger 989,female,35.02784426895194,4,3,668178,155.15,C23,C
990,1,3,Passenger 990,female,47.96360822926964,2,0,383466,10.96,nan,Q
991,1,3,Passenger 991,male,37.060789138151314,2,2,660027,184.37,nan,S
992,1,1,Passenger 992,female,27.573187231879665,0,1,502935,47.52,nan,Q
993,0,3,Passenger 993,female,19.73630792334108,3,1,703841,196.98,nan,S
994,0,1,Passenger 994,male,42.300005727191504,0,0,108314,149.89,nan,C
995,0,3,Passenger 995,male,20.35294574249285,1,2,718119,157.11,D45,S
996,0,3,Passenger 996,female,46.284685547723214,1,1,961596,134.68,nan,Q
997,1,3,Passenger 997,male,27.156153503934906,2,3,469802,99.62,nan,Q
998,0,1,Passenger 998,male,45.905820726178504,3,2,963460,118.61,nan,C
999,1,1,Passenger 999,male,36.78931290059278,4,1,922545,18.82,nan,C
1000,0,2,Passenger 1000,female,28.630045105575416,3,2,741462,128.55,C23,S
